Time,,x(t),vx(t),,y(t),vy(t),,z(t),vz(t)
558,,3280.08,5.87683,,-8026.11,3.76186,,-54031.7,2.11546
558.5,,3283.02,5.87682,,-8024.22,3.76187,,-54030.6,2.11552
559,,3285.96,5.87682,,-8022.34,3.76188,,-54029.6,2.11559
559.5,,3288.9,5.87681,,-8020.46,3.76189,,-54028.5,2.11566
560,,3291.84,5.87681,,-8018.58,3.7619,,-54027.5,2.11572
560.5,,3294.77,5.87681,,-8016.7,3.76191,,-54026.4,2.11579
561,,3297.71,5.8768,,-8014.82,3.76192,,-54025.3,2.11585
561.5,,3300.65,5.8768,,-8012.94,3.76193,,-54024.3,2.11592
562,,3303.59,5.87679,,-8011.06,3.76194,,-54023.2,2.11598
562.5,,3306.53,5.87679,,-8009.18,3.76195,,-54022.2,2.11605
563,,3309.47,5.87679,,-8007.3,3.76196,,-54021.1,2.11612
563.5,,3312.41,5.87678,,-8005.42,3.76196,,-54020.1,2.11618
564,,3315.34,5.87678,,-8003.53,3.76197,,-54019,2.11625
564.5,,3318.28,5.87677,,-8001.65,3.76198,,-54017.9,2.11631
565,,3321.22,5.87677,,-7999.77,3.76199,,-54016.9,2.11638
565.5,,3324.16,5.87677,,-7997.89,3.762,,-54015.8,2.11644
566,,3327.1,5.87676,,-7996.01,3.76201,,-54014.8,2.11651
566.5,,3330.04,5.87676,,-7994.13,3.76202,,-54013.7,2.11658
567,,3332.97,5.87675,,-7992.25,3.76203,,-54012.6,2.11664
567.5,,3335.91,5.87675,,-7990.37,3.76204,,-54011.6,2.11671
568,,3338.85,5.87675,,-7988.49,3.76205,,-54010.5,2.11677
568.5,,3341.79,5.87674,,-7986.61,3.76206,,-54009.5,2.11684
569,,3344.73,5.87674,,-7984.72,3.76207,,-54008.4,2.1169
569.5,,3347.67,5.87673,,-7982.84,3.76208,,-54007.4,2.11697
570,,3350.6,5.87673,,-7980.96,3.76209,,-54006.3,2.11704
570.5,,3353.54,5.87673,,-7979.08,3.7621,,-54005.2,2.1171
571,,3356.48,5.87672,,-7977.2,3.76211,,-54004.2,2.11717
571.5,,3359.42,5.87672,,-7975.32,3.76212,,-54003.1,2.11723
572,,3362.36,5.87671,,-7973.44,3.76213,,-54002.1,2.1173
572.5,,3365.3,5.87671,,-7971.56,3.76214,,-54001,2.11737
573,,3368.23,5.87671,,-7969.68,3.76215,,-53999.9,2.11743
573.5,,3371.17,5.8767,,-7967.79,3.76216,,-53998.9,2.1175
574,,3374.11,5.8767,,-7965.91,3.76217,,-53997.8,2.11756
574.5,,3377.05,5.87669,,-7964.03,3.76218,,-53996.8,2.11763
575,,3379.99,5.87669,,-7962.15,3.76219,,-53995.7,2.11769
575.5,,3382.93,5.87668,,-7960.27,3.7622,,-53994.6,2.11776
576,,3385.86,5.87668,,-7958.39,3.76221,,-53993.6,2.11783
576.5,,3388.8,5.87668,,-7956.51,3.76222,,-53992.5,2.11789
577,,3391.74,5.87667,,-7954.63,3.76223,,-53991.5,2.11796
577.5,,3394.68,5.87667,,-7952.75,3.76224,,-53990.4,2.11802
578,,3397.62,5.87666,,-7950.86,3.76225,,-53989.4,2.11809
578.5,,3400.56,5.87666,,-7948.98,3.76226,,-53988.3,2.11816
579,,3403.49,5.87666,,-7947.1,3.76227,,-53987.2,2.11822
579.5,,3406.43,5.87665,,-7945.22,3.76228,,-53986.2,2.11829
580,,3409.37,5.87665,,-7943.34,3.76229,,-53985.1,2.11835
580.5,,3412.31,5.87664,,-7941.46,3.7623,,-53984.1,2.11842
581,,3415.25,5.87664,,-7939.58,3.7623,,-53983,2.11848
581.5,,3418.19,5.87664,,-7937.7,3.76231,,-53981.9,2.11855
582,,3421.12,5.87663,,-7935.82,3.76232,,-53980.9,2.11862
582.5,,3424.06,5.87663,,-7933.93,3.76233,,-53979.8,2.11868
583,,3427,5.87662,,-7932.05,3.76234,,-53978.8,2.11875
583.5,,3429.94,5.87662,,-7930.17,3.76235,,-53977.7,2.11881
584,,3432.88,5.87661,,-7928.29,3.76236,,-53976.6,2.11888
584.5,,3435.82,5.87661,,-7926.41,3.76237,,-53975.6,2.11895
585,,3438.75,5.87661,,-7924.53,3.76238,,-53974.5,2.11901
585.5,,3441.69,5.8766,,-7922.65,3.76239,,-53973.5,2.11908
586,,3444.63,5.8766,,-7920.77,3.7624,,-53972.4,2.11914
586.5,,3447.57,5.87659,,-7918.88,3.76241,,-53971.3,2.11921
587,,3450.51,5.87659,,-7917,3.76242,,-53970.3,2.11927
587.5,,3453.45,5.87658,,-7915.12,3.76243,,-53969.2,2.11934
588,,3456.38,5.87658,,-7913.24,3.76244,,-53968.2,2.11941
588.5,,3459.32,5.87658,,-7911.36,3.76245,,-53967.1,2.11947
589,,3462.26,5.87657,,-7909.48,3.76246,,-53966,2.11954
589.5,,3465.2,5.87657,,-7907.6,3.76247,,-53965,2.1196
590,,3468.14,5.87656,,-7905.72,3.76248,,-53963.9,2.11967
590.5,,3471.08,5.87656,,-7903.84,3.76249,,-53962.9,2.11974
591,,3474.01,5.87656,,-7901.95,3.7625,,-53961.8,2.1198
591.5,,3476.95,5.87655,,-7900.07,3.76251,,-53960.7,2.11987
592,,3479.89,5.87655,,-7898.19,3.76252,,-53959.7,2.11993
592.5,,3482.83,5.87654,,-7896.31,3.76253,,-53958.6,2.12
593,,3485.77,5.87654,,-7894.43,3.76254,,-53957.6,2.12007
593.5,,3488.7,5.87653,,-7892.55,3.76255,,-53956.5,2.12013
594,,3491.64,5.87653,,-7890.67,3.76256,,-53955.4,2.1202
594.5,,3494.58,5.87653,,-7888.78,3.76257,,-53954.4,2.12026
595,,3497.52,5.87652,,-7886.9,3.76258,,-53953.3,2.12033
595.5,,3500.46,5.87652,,-7885.02,3.76258,,-53952.3,2.12039
596,,3503.4,5.87651,,-7883.14,3.76259,,-53951.2,2.12046
596.5,,3506.33,5.87651,,-7881.26,3.7626,,-53950.1,2.12053
597,,3509.27,5.8765,,-7879.38,3.76261,,-53949.1,2.12059
597.5,,3512.21,5.8765,,-7877.5,3.76262,,-53948,2.12066
598,,3515.15,5.8765,,-7875.62,3.76263,,-53947,2.12072
598.5,,3518.09,5.87649,,-7873.73,3.76264,,-53945.9,2.12079
599,,3521.03,5.87649,,-7871.85,3.76265,,-53944.8,2.12086
599.5,,3523.96,5.87648,,-7869.97,3.76266,,-53943.8,2.12092
600,,3526.9,5.87648,,-7868.09,3.76267,,-53942.7,2.12099
600.5,,3529.84,5.87647,,-7866.21,3.76268,,-53941.7,2.12105
601,,3532.78,5.87647,,-7864.33,3.76269,,-53940.6,2.12112
601.5,,3535.72,5.87647,,-7862.45,3.7627,,-53939.5,2.12119
602,,3538.66,5.87646,,-7860.57,3.76271,,-53938.5,2.12125
602.5,,3541.59,5.87646,,-7858.68,3.76272,,-53937.4,2.12132
603,,3544.53,5.87645,,-7856.8,3.76273,,-53936.4,2.12138
603.5,,3547.47,5.87645,,-7854.92,3.76274,,-53935.3,2.12145
604,,3550.41,5.87644,,-7853.04,3.76275,,-53934.2,2.12152
604.5,,3553.35,5.87644,,-7851.16,3.76276,,-53933.2,2.12158
605,,3556.28,5.87643,,-7849.28,3.76277,,-53932.1,2.12165
605.5,,3559.22,5.87643,,-7847.4,3.76278,,-53931.1,2.12171
606,,3562.16,5.87643,,-7845.51,3.76279,,-53930,2.12178
606.5,,3565.1,5.87642,,-7843.63,3.7628,,-53928.9,2.12185
607,,3568.04,5.87642,,-7841.75,3.76281,,-53927.9,2.12191
607.5,,3570.98,5.87641,,-7839.87,3.76282,,-53926.8,2.12198
608,,3573.91,5.87641,,-7837.99,3.76283,,-53925.8,2.12204
608.5,,3576.85,5.8764,,-7836.11,3.76283,,-53924.7,2.12211
609,,3579.79,5.8764,,-7834.23,3.76284,,-53923.6,2.12218
609.5,,3582.73,5.8764,,-7832.34,3.76285,,-53922.6,2.12224
610,,3585.67,5.87639,,-7830.46,3.76286,,-53921.5,2.12231
610.5,,3588.6,5.87639,,-7828.58,3.76287,,-53920.4,2.12237
611,,3591.54,5.87638,,-7826.7,3.76288,,-53919.4,2.12244
611.5,,3594.48,5.87638,,-7824.82,3.76289,,-53918.3,2.12251
612,,3597.42,5.87637,,-7822.94,3.7629,,-53917.3,2.12257
612.5,,3600.36,5.87637,,-7821.06,3.76291,,-53916.2,2.12264
613,,3603.3,5.87636,,-7819.17,3.76292,,-53915.1,2.1227
613.5,,3606.23,5.87636,,-7817.29,3.76293,,-53914.1,2.12277
614,,3609.17,5.87636,,-7815.41,3.76294,,-53913,2.12284
614.5,,3612.11,5.87635,,-7813.53,3.76295,,-53912,2.1229
615,,3615.05,5.87635,,-7811.65,3.76296,,-53910.9,2.12297
615.5,,3617.99,5.87634,,-7809.77,3.76297,,-53909.8,2.12303
616,,3620.92,5.87634,,-7807.89,3.76298,,-53908.8,2.1231
616.5,,3623.86,5.87633,,-7806,3.76299,,-53907.7,2.12317
617,,3626.8,5.87633,,-7804.12,3.763,,-53906.6,2.12323
617.5,,3629.74,5.87632,,-7802.24,3.76301,,-53905.6,2.1233
618,,3632.68,5.87632,,-7800.36,3.76302,,-53904.5,2.12336
618.5,,3635.62,5.87632,,-7798.48,3.76303,,-53903.5,2.12343
619,,3638.55,5.87631,,-7796.6,3.76304,,-53902.4,2.1235
619.5,,3641.49,5.87631,,-7794.71,3.76305,,-53901.3,2.12356
620,,3644.43,5.8763,,-7792.83,3.76305,,-53900.3,2.12363
620.5,,3647.37,5.8763,,-7790.95,3.76306,,-53899.2,2.12369
621,,3650.31,5.87629,,-7789.07,3.76307,,-53898.2,2.12376
621.5,,3653.24,5.87629,,-7787.19,3.76308,,-53897.1,2.12383
622,,3656.18,5.87628,,-7785.31,3.76309,,-53896,2.12389
622.5,,3659.12,5.87628,,-7783.43,3.7631,,-53895,2.12396
623,,3662.06,5.87628,,-7781.54,3.76311,,-53893.9,2.12402
623.5,,3665,5.87627,,-7779.66,3.76312,,-53892.8,2.12409
624,,3667.94,5.87627,,-7777.78,3.76313,,-53891.8,2.12416
624.5,,3670.87,5.87626,,-7775.9,3.76314,,-53890.7,2.12422
625,,3673.81,5.87626,,-7774.02,3.76315,,-53889.7,2.12429
625.5,,3676.75,5.87625,,-7772.14,3.76316,,-53888.6,2.12436
626,,3679.69,5.87625,,-7770.25,3.76317,,-53887.5,2.12442
626.5,,3682.63,5.87624,,-7768.37,3.76318,,-53886.5,2.12449
627,,3685.56,5.87624,,-7766.49,3.76319,,-53885.4,2.12455
627.5,,3688.5,5.87624,,-7764.61,3.7632,,-53884.3,2.12462
628,,3691.44,5.87623,,-7762.73,3.76321,,-53883.3,2.12469
628.5,,3694.38,5.87623,,-7760.85,3.76322,,-53882.2,2.12475
629,,3697.32,5.87622,,-7758.97,3.76323,,-53881.2,2.12482
629.5,,3700.25,5.87622,,-7757.08,3.76324,,-53880.1,2.12488
630,,3703.19,5.87621,,-7755.2,3.76325,,-53879,2.12495
630.5,,3706.13,5.87621,,-7753.32,3.76326,,-53878,2.12502
631,,3709.07,5.8762,,-7751.44,3.76326,,-53876.9,2.12508
631.5,,3712.01,5.8762,,-7749.56,3.76327,,-53875.8,2.12515
632,,3714.95,5.87619,,-7747.68,3.76328,,-53874.8,2.12521
632.5,,3717.88,5.87619,,-7745.79,3.76329,,-53873.7,2.12528
633,,3720.82,5.87619,,-7743.91,3.7633,,-53872.7,2.12535
633.5,,3723.76,5.87618,,-7742.03,3.76331,,-53871.6,2.12541
634,,3726.7,5.87618,,-7740.15,3.76332,,-53870.5,2.12548
634.5,,3729.64,5.87617,,-7738.27,3.76333,,-53869.5,2.12555
635,,3732.57,5.87617,,-7736.39,3.76334,,-53868.4,2.12561
635.5,,3735.51,5.87616,,-7734.5,3.76335,,-53867.3,2.12568
636,,3738.45,5.87616,,-7732.62,3.76336,,-53866.3,2.12574
636.5,,3741.39,5.87615,,-7730.74,3.76337,,-53865.2,2.12581
637,,3744.33,5.87615,,-7728.86,3.76338,,-53864.2,2.12588
637.5,,3747.26,5.87614,,-7726.98,3.76339,,-53863.1,2.12594
638,,3750.2,5.87614,,-7725.1,3.7634,,-53862,2.12601
638.5,,3753.14,5.87613,,-7723.21,3.76341,,-53861,2.12607
639,,3756.08,5.87613,,-7721.33,3.76342,,-53859.9,2.12614
639.5,,3759.02,5.87613,,-7719.45,3.76343,,-53858.8,2.12621
640,,3761.95,5.87612,,-7717.57,3.76344,,-53857.8,2.12627
640.5,,3764.89,5.87612,,-7715.69,3.76345,,-53856.7,2.12634
641,,3767.83,5.87611,,-7713.8,3.76345,,-53855.7,2.12641
641.5,,3770.77,5.87611,,-7711.92,3.76346,,-53854.6,2.12647
642,,3773.71,5.8761,,-7710.04,3.76347,,-53853.5,2.12654
642.5,,3776.64,5.8761,,-7708.16,3.76348,,-53852.5,2.1266
643,,3779.58,5.87609,,-7706.28,3.76349,,-53851.4,2.12667
643.5,,3782.52,5.87609,,-7704.4,3.7635,,-53850.3,2.12674
644,,3785.46,5.87608,,-7702.51,3.76351,,-53849.3,2.1268
644.5,,3788.4,5.87608,,-7700.63,3.76352,,-53848.2,2.12687
645,,3791.33,5.87607,,-7698.75,3.76353,,-53847.1,2.12693
645.5,,3794.27,5.87607,,-7696.87,3.76354,,-53846.1,2.127
646,,3797.21,5.87607,,-7694.99,3.76355,,-53845,2.12707
646.5,,3800.15,5.87606,,-7693.11,3.76356,,-53844,2.12713
647,,3803.09,5.87606,,-7691.22,3.76357,,-53842.9,2.1272
647.5,,3806.02,5.87605,,-7689.34,3.76358,,-53841.8,2.12727
648,,3808.96,5.87605,,-7687.46,3.76359,,-53840.8,2.12733
648.5,,3811.9,5.87604,,-7685.58,3.7636,,-53839.7,2.1274
649,,3814.84,5.87604,,-7683.7,3.76361,,-53838.6,2.12746
649.5,,3817.78,5.87603,,-7681.81,3.76362,,-53837.6,2.12753
650,,3820.72,5.87603,,-7679.93,3.76362,,-53836.5,2.1276
650.5,,3823.65,5.87602,,-7678.05,3.76363,,-53835.4,2.12766
651,,3826.59,5.87602,,-7676.17,3.76364,,-53834.4,2.12773
651.5,,3829.53,5.87601,,-7674.29,3.76365,,-53833.3,2.1278
652,,3832.47,5.87601,,-7672.41,3.76366,,-53832.3,2.12786
652.5,,3835.41,5.876,,-7670.52,3.76367,,-53831.2,2.12793
653,,3838.34,5.876,,-7668.64,3.76368,,-53830.1,2.12799
653.5,,3841.28,5.87599,,-7666.76,3.76369,,-53829.1,2.12806
654,,3844.22,5.87599,,-7664.88,3.7637,,-53828,2.12813
654.5,,3847.16,5.87599,,-7663,3.76371,,-53826.9,2.12819
655,,3850.1,5.87598,,-7661.11,3.76372,,-53825.9,2.12826
655.5,,3853.03,5.87598,,-7659.23,3.76373,,-53824.8,2.12833
656,,3855.97,5.87597,,-7657.35,3.76374,,-53823.7,2.12839
656.5,,3858.91,5.87597,,-7655.47,3.76375,,-53822.7,2.12846
657,,3861.85,5.87596,,-7653.59,3.76376,,-53821.6,2.12852
657.5,,3864.79,5.87596,,-7651.71,3.76377,,-53820.5,2.12859
658,,3867.72,5.87595,,-7649.82,3.76378,,-53819.5,2.12866
658.5,,3870.66,5.87595,,-7647.94,3.76379,,-53818.4,2.12872
659,,3873.6,5.87594,,-7646.06,3.76379,,-53817.4,2.12879
659.5,,3876.54,5.87594,,-7644.18,3.7638,,-53816.3,2.12886
660,,3879.47,5.87593,,-7642.3,3.76381,,-53815.2,2.12892
660.5,,3882.41,5.87593,,-7640.41,3.76382,,-53814.2,2.12899
661,,3885.35,5.87592,,-7638.53,3.76383,,-53813.1,2.12905
661.5,,3888.29,5.87592,,-7636.65,3.76384,,-53812,2.12912
662,,3891.23,5.87591,,-7634.77,3.76385,,-53811,2.12919
662.5,,3894.16,5.87591,,-7632.89,3.76386,,-53809.9,2.12925
663,,3897.1,5.8759,,-7631,3.76387,,-53808.8,2.12932
663.5,,3900.04,5.8759,,-7629.12,3.76388,,-53807.8,2.12939
664,,3902.98,5.87589,,-7627.24,3.76389,,-53806.7,2.12945
664.5,,3905.92,5.87589,,-7625.36,3.7639,,-53805.6,2.12952
665,,3908.85,5.87588,,-7623.48,3.76391,,-53804.6,2.12958
665.5,,3911.79,5.87588,,-7621.59,3.76392,,-53803.5,2.12965
666,,3914.73,5.87588,,-7619.71,3.76393,,-53802.5,2.12972
666.5,,3917.67,5.87587,,-7617.83,3.76394,,-53801.4,2.12978
667,,3920.61,5.87587,,-7615.95,3.76395,,-53800.3,2.12985
667.5,,3923.54,5.87586,,-7614.07,3.76395,,-53799.3,2.12992
668,,3926.48,5.87586,,-7612.18,3.76396,,-53798.2,2.12998
668.5,,3929.42,5.87585,,-7610.3,3.76397,,-53797.1,2.13005
669,,3932.36,5.87585,,-7608.42,3.76398,,-53796.1,2.13012
669.5,,3935.3,5.87584,,-7606.54,3.76399,,-53795,2.13018
670,,3938.23,5.87584,,-7604.66,3.764,,-53793.9,2.13025
670.5,,3941.17,5.87583,,-7602.77,3.76401,,-53792.9,2.13031
671,,3944.11,5.87583,,-7600.89,3.76402,,-53791.8,2.13038
671.5,,3947.05,5.87582,,-7599.01,3.76403,,-53790.7,2.13045
672,,3949.99,5.87582,,-7597.13,3.76404,,-53789.7,2.13051
672.5,,3952.92,5.87581,,-7595.25,3.76405,,-53788.6,2.13058
673,,3955.86,5.87581,,-7593.36,3.76406,,-53787.5,2.13065
673.5,,3958.8,5.8758,,-7591.48,3.76407,,-53786.5,2.13071
674,,3961.74,5.8758,,-7589.6,3.76408,,-53785.4,2.13078
674.5,,3964.67,5.87579,,-7587.72,3.76409,,-53784.3,2.13085
675,,3967.61,5.87579,,-7585.84,3.7641,,-53783.3,2.13091
675.5,,3970.55,5.87578,,-7583.95,3.7641,,-53782.2,2.13098
676,,3973.49,5.87578,,-7582.07,3.76411,,-53781.1,2.13104
676.5,,3976.43,5.87577,,-7580.19,3.76412,,-53780.1,2.13111
677,,3979.36,5.87577,,-7578.31,3.76413,,-53779,2.13118
677.5,,3982.3,5.87576,,-7576.43,3.76414,,-53778,2.13124
678,,3985.24,5.87576,,-7574.54,3.76415,,-53776.9,2.13131
678.5,,3988.18,5.87575,,-7572.66,3.76416,,-53775.8,2.13138
679,,3991.12,5.87575,,-7570.78,3.76417,,-53774.8,2.13144
679.5,,3994.05,5.87574,,-7568.9,3.76418,,-53773.7,2.13151
680,,3996.99,5.87574,,-7567.02,3.76419,,-53772.6,2.13158
680.5,,3999.93,5.87573,,-7565.13,3.7642,,-53771.6,2.13164
681,,4002.87,5.87573,,-7563.25,3.76421,,-53770.5,2.13171
681.5,,4005.81,5.87572,,-7561.37,3.76422,,-53769.4,2.13177
682,,4008.74,5.87572,,-7559.49,3.76423,,-53768.4,2.13184
682.5,,4011.68,5.87571,,-7557.61,3.76424,,-53767.3,2.13191
683,,4014.62,5.87571,,-7555.72,3.76424,,-53766.2,2.13197
683.5,,4017.56,5.8757,,-7553.84,3.76425,,-53765.2,2.13204
684,,4020.49,5.8757,,-7551.96,3.76426,,-53764.1,2.13211
684.5,,4023.43,5.87569,,-7550.08,3.76427,,-53763,2.13217
685,,4026.37,5.87569,,-7548.19,3.76428,,-53762,2.13224
685.5,,4029.31,5.87568,,-7546.31,3.76429,,-53760.9,2.13231
686,,4032.25,5.87568,,-7544.43,3.7643,,-53759.8,2.13237
686.5,,4035.18,5.87567,,-7542.55,3.76431,,-53758.8,2.13244
687,,4038.12,5.87567,,-7540.67,3.76432,,-53757.7,2.13251
687.5,,4041.06,5.87566,,-7538.78,3.76433,,-53756.6,2.13257
688,,4044,5.87566,,-7536.9,3.76434,,-53755.6,2.13264
688.5,,4046.94,5.87565,,-7535.02,3.76435,,-53754.5,2.1327
689,,4049.87,5.87565,,-7533.14,3.76436,,-53753.4,2.13277
689.5,,4052.81,5.87564,,-7531.26,3.76437,,-53752.4,2.13284
690,,4055.75,5.87564,,-7529.37,3.76438,,-53751.3,2.1329
690.5,,4058.69,5.87563,,-7527.49,3.76438,,-53750.2,2.13297
691,,4061.62,5.87563,,-7525.61,3.76439,,-53749.2,2.13304
691.5,,4064.56,5.87562,,-7523.73,3.7644,,-53748.1,2.1331
692,,4067.5,5.87562,,-7521.84,3.76441,,-53747,2.13317
692.5,,4070.44,5.87561,,-7519.96,3.76442,,-53746,2.13324
693,,4073.38,5.87561,,-7518.08,3.76443,,-53744.9,2.1333
693.5,,4076.31,5.8756,,-7516.2,3.76444,,-53743.8,2.13337
694,,4079.25,5.8756,,-7514.32,3.76445,,-53742.8,2.13344
694.5,,4082.19,5.87559,,-7512.43,3.76446,,-53741.7,2.1335
695,,4085.13,5.87559,,-7510.55,3.76447,,-53740.6,2.13357
695.5,,4088.06,5.87558,,-7508.67,3.76448,,-53739.6,2.13363
696,,4091,5.87558,,-7506.79,3.76449,,-53738.5,2.1337
696.5,,4093.94,5.87557,,-7504.9,3.7645,,-53737.4,2.13377
697,,4096.88,5.87557,,-7503.02,3.76451,,-53736.4,2.13383
697.5,,4099.82,5.87556,,-7501.14,3.76451,,-53735.3,2.1339
698,,4102.75,5.87556,,-7499.26,3.76452,,-53734.2,2.13397
698.5,,4105.69,5.87555,,-7497.38,3.76453,,-53733.2,2.13403
699,,4108.63,5.87555,,-7495.49,3.76454,,-53732.1,2.1341
699.5,,4111.57,5.87554,,-7493.61,3.76455,,-53731,2.13417
700,,4114.5,5.87554,,-7491.73,3.76456,,-53730,2.13423
700.5,,4117.44,5.87553,,-7489.85,3.76457,,-53728.9,2.1343
701,,4120.38,5.87553,,-7487.96,3.76458,,-53727.8,2.13437
701.5,,4123.32,5.87552,,-7486.08,3.76459,,-53726.8,2.13443
702,,4126.26,5.87552,,-7484.2,3.7646,,-53725.7,2.1345
702.5,,4129.19,5.87551,,-7482.32,3.76461,,-53724.6,2.13457
703,,4132.13,5.87551,,-7480.43,3.76462,,-53723.6,2.13463
703.5,,4135.07,5.8755,,-7478.55,3.76463,,-53722.5,2.1347
704,,4138.01,5.8755,,-7476.67,3.76464,,-53721.4,2.13477
704.5,,4140.94,5.87549,,-7474.79,3.76464,,-53720.4,2.13483
705,,4143.88,5.87549,,-7472.91,3.76465,,-53719.3,2.1349
705.5,,4146.82,5.87548,,-7471.02,3.76466,,-53718.2,2.13496
706,,4149.76,5.87548,,-7469.14,3.76467,,-53717.2,2.13503
706.5,,4152.7,5.87547,,-7467.26,3.76468,,-53716.1,2.1351
707,,4155.63,5.87547,,-7465.38,3.76469,,-53715,2.13516
707.5,,4158.57,5.87546,,-7463.49,3.7647,,-53714,2.13523
708,,4161.51,5.87546,,-7461.61,3.76471,,-53712.9,2.1353
708.5,,4164.45,5.87545,,-7459.73,3.76472,,-53711.8,2.13536
709,,4167.38,5.87545,,-7457.85,3.76473,,-53710.8,2.13543
709.5,,4170.32,5.87544,,-7455.96,3.76474,,-53709.7,2.1355
710,,4173.26,5.87544,,-7454.08,3.76475,,-53708.6,2.13556
710.5,,4176.2,5.87543,,-7452.2,3.76476,,-53707.5,2.13563
711,,4179.13,5.87543,,-7450.32,3.76476,,-53706.5,2.1357
711.5,,4182.07,5.87542,,-7448.43,3.76477,,-53705.4,2.13576
712,,4185.01,5.87541,,-7446.55,3.76478,,-53704.3,2.13583
712.5,,4187.95,5.87541,,-7444.67,3.76479,,-53703.3,2.1359
713,,4190.89,5.8754,,-7442.79,3.7648,,-53702.2,2.13596
713.5,,4193.82,5.8754,,-7440.91,3.76481,,-53701.1,2.13603
714,,4196.76,5.87539,,-7439.02,3.76482,,-53700.1,2.1361
714.5,,4199.7,5.87539,,-7437.14,3.76483,,-53699,2.13616
715,,4202.64,5.87538,,-7435.26,3.76484,,-53697.9,2.13623
715.5,,4205.57,5.87538,,-7433.38,3.76485,,-53696.9,2.1363
716,,4208.51,5.87537,,-7431.49,3.76486,,-53695.8,2.13636
716.5,,4211.45,5.87537,,-7429.61,3.76487,,-53694.7,2.13643
717,,4214.39,5.87536,,-7427.73,3.76488,,-53693.7,2.1365
717.5,,4217.32,5.87536,,-7425.85,3.76488,,-53692.6,2.13656
718,,4220.26,5.87535,,-7423.96,3.76489,,-53691.5,2.13663
718.5,,4223.2,5.87535,,-7422.08,3.7649,,-53690.5,2.1367
719,,4226.14,5.87534,,-7420.2,3.76491,,-53689.4,2.13676
719.5,,4229.08,5.87534,,-7418.32,3.76492,,-53688.3,2.13683
720,,4232.01,5.87533,,-7416.43,3.76493,,-53687.3,2.1369
720.5,,4234.95,5.87533,,-7414.55,3.76494,,-53686.2,2.13696
721,,4237.89,5.87532,,-7412.67,3.76495,,-53685.1,2.13703
721.5,,4240.83,5.87532,,-7410.79,3.76496,,-53684,2.13709
722,,4243.76,5.87531,,-7408.9,3.76497,,-53683,2.13716
722.5,,4246.7,5.8753,,-7407.02,3.76498,,-53681.9,2.13723
723,,4249.64,5.8753,,-7405.14,3.76499,,-53680.8,2.13729
723.5,,4252.58,5.87529,,-7403.26,3.76499,,-53679.8,2.13736
724,,4255.51,5.87529,,-7401.37,3.765,,-53678.7,2.13743
724.5,,4258.45,5.87528,,-7399.49,3.76501,,-53677.6,2.13749
725,,4261.39,5.87528,,-7397.61,3.76502,,-53676.6,2.13756
725.5,,4264.33,5.87527,,-7395.73,3.76503,,-53675.5,2.13763
726,,4267.26,5.87527,,-7393.84,3.76504,,-53674.4,2.13769
726.5,,4270.2,5.87526,,-7391.96,3.76505,,-53673.4,2.13776
727,,4273.14,5.87526,,-7390.08,3.76506,,-53672.3,2.13783
727.5,,4276.08,5.87525,,-7388.2,3.76507,,-53671.2,2.13789
728,,4279.02,5.87525,,-7386.31,3.76508,,-53670.2,2.13796
728.5,,4281.95,5.87524,,-7384.43,3.76509,,-53669.1,2.13803
729,,4284.89,5.87524,,-7382.55,3.7651,,-53668,2.13809
729.5,,4287.83,5.87523,,-7380.67,3.7651,,-53666.9,2.13816
730,,4290.77,5.87523,,-7378.78,3.76511,,-53665.9,2.13823
730.5,,4293.7,5.87522,,-7376.9,3.76512,,-53664.8,2.13829
731,,4296.64,5.87521,,-7375.02,3.76513,,-53663.7,2.13836
731.5,,4299.58,5.87521,,-7373.14,3.76514,,-53662.7,2.13843
732,,4302.52,5.8752,,-7371.25,3.76515,,-53661.6,2.13849
732.5,,4305.45,5.8752,,-7369.37,3.76516,,-53660.5,2.13856
733,,4308.39,5.87519,,-7367.49,3.76517,,-53659.5,2.13863
733.5,,4311.33,5.87519,,-7365.61,3.76518,,-53658.4,2.13869
734,,4314.27,5.87518,,-7363.72,3.76519,,-53657.3,2.13876
734.5,,4317.2,5.87518,,-7361.84,3.7652,,-53656.3,2.13883
735,,4320.14,5.87517,,-7359.96,3.76521,,-53655.2,2.13889
735.5,,4323.08,5.87517,,-7358.07,3.76521,,-53654.1,2.13896
736,,4326.02,5.87516,,-7356.19,3.76522,,-53653,2.13903
736.5,,4328.95,5.87516,,-7354.31,3.76523,,-53652,2.13909
737,,4331.89,5.87515,,-7352.43,3.76524,,-53650.9,2.13916
737.5,,4334.83,5.87515,,-7350.54,3.76525,,-53649.8,2.13923
738,,4337.77,5.87514,,-7348.66,3.76526,,-53648.8,2.13929
738.5,,4340.7,5.87513,,-7346.78,3.76527,,-53647.7,2.13936
739,,4343.64,5.87513,,-7344.9,3.76528,,-53646.6,2.13943
739.5,,4346.58,5.87512,,-7343.01,3.76529,,-53645.6,2.13949
740,,4349.52,5.87512,,-7341.13,3.7653,,-53644.5,2.13956
740.5,,4352.46,5.87511,,-7339.25,3.76531,,-53643.4,2.13963
741,,4355.39,5.87511,,-7337.37,3.76532,,-53642.3,2.13969
741.5,,4358.33,5.8751,,-7335.48,3.76532,,-53641.3,2.13976
742,,4361.27,5.8751,,-7333.6,3.76533,,-53640.2,2.13983
742.5,,4364.21,5.87509,,-7331.72,3.76534,,-53639.1,2.13989
